dataset,model,seed,user_id,item_id,rating,prediction,user_gate,item_gate,review_scale,user_cos,item_cos,user_injection_ratio,item_injection_ratio,effective_user_review_weight,effective_item_review_weight
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1254,148,5.0,0.0016198824159801006,0.06347309052944183,0.013174888677895069,0.10000000149011612,0.060122862458229065,0.06702517718076706,0.19716882705688477,0.030475225299596786,0.006347309332340956,0.0013174888445064425
Amazon_Musical_Instruments_14,CFARG-gate-control,42,559,730,4.0,0.0027523920871317387,0.03752698004245758,0.020198307931423187,0.10000000149011612,0.053922176361083984,0.10122856497764587,0.10290341079235077,0.0425780788064003,0.0037526979576796293,0.00201983074657619
Amazon_Musical_Instruments_14,CFARG-gate-control,42,483,401,3.0,0.0004287009360268712,0.01831021159887314,0.0068990932777523994,0.10000000149011612,-0.02089168131351471,-0.026360437273979187,0.05034326761960983,0.015064501203596592,0.0018310211598873138,0.0006899093277752399
Amazon_Musical_Instruments_14,CFARG-gate-control,42,217,295,5.0,-0.0001805247738957405,0.16786764562129974,0.03903641179203987,0.10000000149011612,0.0008254591375589371,-0.006867237389087677,0.447331964969635,0.08582479506731033,0.016786765307188034,0.0039036411326378584
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1284,293,5.0,0.0007124425610527396,0.06567966192960739,0.053218018263578415,0.10000000149011612,0.037516336888074875,-0.023950545117259026,0.21670717000961304,0.12999972701072693,0.006567966192960739,0.005321802105754614
Amazon_Musical_Instruments_14,CFARG-gate-control,42,246,154,5.0,0.0016214631032198668,0.01411052793264389,0.02118011936545372,0.10000000149011612,-0.007192738354206085,-0.0702589899301529,0.044664185494184494,0.0454125702381134,0.0014110527699813247,0.002118011936545372
Amazon_Musical_Instruments_14,CFARG-gate-control,42,590,44,5.0,-0.0008576950058341026,0.018618108704686165,0.028508739545941353,0.10000000149011612,-0.06617715954780579,0.03795430809259415,0.0580596998333931,0.061974793672561646,0.0018618109170347452,0.0028508740942925215
Amazon_Musical_Instruments_14,CFARG-gate-control,42,176,679,5.0,0.002926482819020748,0.012678449973464012,0.054957155138254166,0.10000000149011612,0.010910715907812119,-0.01094161719083786,0.03516561537981033,0.1263710856437683,0.00126784504391253,0.005495715420693159
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1043,335,5.0,0.004002906382083893,0.06501162797212601,0.012128312140703201,0.10000000149011612,0.12337908148765564,0.0022780783474445343,0.18979908525943756,0.028843265026807785,0.006501162890344858,0.0012128312373533845
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1226,687,4.0,0.0005485678557306528,0.026369376108050346,0.34766191244125366,0.10000000149011612,0.06431129574775696,0.12753409147262573,0.07520175725221634,0.7198652029037476,0.0026369376573711634,0.034766193479299545
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1343,87,5.0,0.006097362842410803,0.06664431840181351,0.23628854751586914,0.10000000149011612,-0.10980474948883057,0.17083728313446045,0.1773444563150406,0.5095628499984741,0.006664432119578123,0.023628855124115944
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1050,651,2.0,-0.001350154634565115,0.05153624340891838,0.020700637251138687,0.10000000149011612,0.025784477591514587,-0.10027283430099487,0.13906104862689972,0.047977253794670105,0.005153624340891838,0.0020700637251138687
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1384,198,5.0,0.003037024987861514,0.06690361350774765,0.013769804500043392,0.10000000149011612,0.11742688715457916,-0.1449306756258011,0.18872325122356415,0.0327666774392128,0.00669036153703928,0.0013769804500043392
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1125,683,5.0,0.0012160250917077065,0.10426775366067886,0.06323081254959106,0.10000000149011612,0.05346095189452171,-0.027630694210529327,0.2599875032901764,0.14659874141216278,0.010426775552332401,0.006323081441223621
Amazon_Musical_Instruments_14,CFARG-gate-control,42,615,822,5.0,0.00236998638138175,0.05745554715394974,0.1286923885345459,0.10000000149011612,0.18495874106884003,0.10920321941375732,0.15895646810531616,0.2907848358154297,0.005745554808527231,0.01286923885345459
Amazon_Musical_Instruments_14,CFARG-gate-control,42,662,512,5.0,0.0017715261783450842,0.06908421963453293,0.04779967665672302,0.10000000149011612,-0.043153248727321625,-0.13507278263568878,0.200166255235672,0.13267938792705536,0.006908421870321035,0.004779967945069075
Amazon_Musical_Instruments_14,CFARG-gate-control,42,712,764,5.0,0.0009466579649597406,0.05243174731731415,0.0429401770234108,0.10000000149011612,0.03787383437156677,0.06834375113248825,0.14380298554897308,0.09940221905708313,0.005243174731731415,0.004294017795473337
Amazon_Musical_Instruments_14,CFARG-gate-control,42,646,303,5.0,0.0006541932234540582,0.03735901787877083,0.02984999492764473,0.10000000149011612,0.18470239639282227,-0.025303810834884644,0.10329452157020569,0.06532464176416397,0.003735901787877083,0.0029849994461983442
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1319,249,4.0,0.004165611229836941,0.037299107760190964,0.00954088568687439,0.10000000149011612,0.10660295933485031,-0.34258055686950684,0.0966348871588707,0.021344713866710663,0.003729910822585225,0.0009540885803289711
Amazon_Musical_Instruments_14,CFARG-gate-control,42,325,91,5.0,0.0042578610591590405,0.06300824880599976,0.08906874805688858,0.10000000149011612,-0.13965849578380585,0.20688995718955994,0.1672808825969696,0.19210872054100037,0.006300825159996748,0.008906874805688858
Amazon_Musical_Instruments_14,CFARG-gate-control,42,385,265,4.0,0.0029363902285695076,0.05572444945573807,0.04499124735593796,0.10000000149011612,0.02473093569278717,-0.16132725775241852,0.15779182314872742,0.09946659207344055,0.005572445224970579,0.004499124828726053
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1096,285,5.0,0.003013881156221032,0.05955298990011215,0.009421705268323421,0.10000000149011612,0.021096419543027878,-0.0007195547223091125,0.1576220691204071,0.021029755473136902,0.005955298896878958,0.0009421705617569387
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1184,634,5.0,0.000816281302832067,0.06841485947370529,0.15573464334011078,0.10000000149011612,-0.1756608486175537,0.1061263382434845,0.21324601769447327,0.33873075246810913,0.006841485854238272,0.015573464334011078
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1064,198,5.0,0.003062353003770113,0.034550461918115616,0.013769804500043392,0.10000000149011612,-0.3028201460838318,-0.1449306756258011,0.10537546873092651,0.0327666774392128,0.0034550463315099478,0.0013769804500043392
Amazon_Musical_Instruments_14,CFARG-gate-control,42,447,71,4.0,0.0005218680016696453,0.08494432270526886,0.01244781631976366,0.10000000149011612,0.11536337435245514,-0.018489684909582138,0.2402646243572235,0.029943739995360374,0.008494432084262371,0.0012447816552594304
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1353,128,4.0,0.0037752208299934864,0.3817964196205139,0.02604769729077816,0.10000000149011612,0.06993858516216278,0.04461153969168663,1.1326433420181274,0.05494408309459686,0.03817964345216751,0.0026047697756439447
Amazon_Musical_Instruments_14,CFARG-gate-control,42,488,198,4.0,0.0010693121002987027,0.049367837607860565,0.013769804500043392,0.10000000149011612,-0.006154075264930725,-0.1449306756258011,0.13535848259925842,0.0327666774392128,0.004936784040182829,0.0013769804500043392
Amazon_Musical_Instruments_14,CFARG-gate-control,42,954,705,5.0,0.0011654853587970138,0.026150811463594437,0.08462325483560562,0.10000000149011612,-0.11737723648548126,0.20243723690509796,0.07409977912902832,0.22502286732196808,0.0026150811463594437,0.008462325669825077
Amazon_Musical_Instruments_14,CFARG-gate-control,42,352,842,5.0,0.0009166484232991934,0.08466628938913345,0.007323374971747398,0.10000000149011612,-0.05130326747894287,-0.2365756332874298,0.230125293135643,0.017746452242136,0.008466629311442375,0.0007323375320993364
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1224,592,5.0,0.0004835784202441573,0.07425721734762192,0.05186202749609947,0.10000000149011612,-0.09610231220722198,0.2639399766921997,0.22439686954021454,0.12563735246658325,0.007425721734762192,0.005186202935874462
Amazon_Musical_Instruments_14,CFARG-gate-control,42,978,897,5.0,7.404177449643612e-05,0.08858314901590347,0.012548543512821198,0.10000000149011612,0.02252226322889328,-0.002543605864048004,0.26680850982666016,0.02897757478058338,0.008858314715325832,0.0012548543745651841
Amazon_Musical_Instruments_14,CFARG-gate-control,42,560,351,4.0,1.0803807526826859e-05,0.06674391776323318,0.11482233554124832,0.10000000149011612,0.020919393748044968,0.0646526962518692,0.18743857741355896,0.25505316257476807,0.006674391683191061,0.011482234112918377
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1229,772,5.0,0.0011943260906264186,0.009113986045122147,0.024112902581691742,0.10000000149011612,-0.027090372517704964,-0.25527718663215637,0.026505880057811737,0.05375232174992561,0.0009113986161537468,0.002411290304735303
Amazon_Musical_Instruments_14,CFARG-gate-control,42,605,452,4.0,0.0032004602253437042,0.011436560191214085,0.0347052626311779,0.10000000149011612,0.04548531770706177,-0.134070485830307,0.03113674186170101,0.07535120099782944,0.0011436560889706016,0.003470526309683919
Amazon_Musical_Instruments_14,CFARG-gate-control,42,145,208,5.0,-0.002271503210067749,0.014512995257973671,0.039085108786821365,0.10000000149011612,-0.13757102191448212,-0.04839122295379639,0.04067821055650711,0.07795438915491104,0.001451299525797367,0.003908510785549879
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1187,502,2.0,0.001984989270567894,0.08328938484191895,0.020952360704541206,0.10000000149011612,0.05431320518255234,-0.05021083354949951,0.253330260515213,0.051765695214271545,0.008328938856720924,0.002095236210152507
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1090,709,5.0,0.0015878345584496856,0.014078318141400814,0.21663889288902283,0.10000000149011612,0.040308572351932526,0.06372736394405365,0.04552164673805237,0.524336576461792,0.001407831790857017,0.021663889288902283
Amazon_Musical_Instruments_14,CFARG-gate-control,42,759,242,5.0,0.004044749308377504,0.039397697895765305,0.008351125754415989,0.10000000149011612,0.2053268998861313,-0.049066152423620224,0.11535126715898514,0.02133673056960106,0.003939769696444273,0.0008351125870831311
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1038,444,4.0,0.0012898680288344622,0.08502661436796188,0.01246586348861456,0.10000000149011612,-0.12552320957183838,-0.05578238144516945,0.22238729894161224,0.029348010197281837,0.008502661250531673,0.0012465863255783916
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1123,373,5.0,0.000541734742000699,0.04142815247178078,0.012772738933563232,0.10000000149011612,-0.08404432982206345,-0.08427637815475464,0.12062113732099533,0.02795298583805561,0.004142815247178078,0.0012772738700732589
Amazon_Musical_Instruments_14,CFARG-gate-control,42,827,501,4.0,0.0024425217416137457,0.23578420281410217,0.01180923730134964,0.10000000149011612,0.035890545696020126,-0.07324673235416412,0.6257511377334595,0.027212001383304596,0.023578420281410217,0.0011809237767010927
Amazon_Musical_Instruments_14,CFARG-gate-control,42,585,577,5.0,0.0012285270495340228,0.016216091811656952,0.14712046086788177,0.10000000149011612,0.1124800592660904,-0.03600100800395012,0.0439489372074604,0.3213385045528412,0.0016216092044487596,0.014712045900523663
Amazon_Musical_Instruments_14,CFARG-gate-control,42,942,661,4.0,0.0025494282599538565,0.03169501572847366,0.11380840837955475,0.10000000149011612,0.10332128405570984,-0.03228587657213211,0.0913429856300354,0.27512863278388977,0.003169501665979624,0.01138084102421999
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1090,103,5.0,0.0034025523345917463,0.014078318141400814,0.14230100810527802,0.10000000149011612,0.040308572351932526,0.08745371550321579,0.04552164673805237,0.33640870451927185,0.001407831790857017,0.014230101369321346
Amazon_Musical_Instruments_14,CFARG-gate-control,42,243,104,5.0,0.003606235608458519,0.027549514546990395,0.07565207779407501,0.10000000149011612,-0.00990363210439682,0.15340037643909454,0.0739055648446083,0.16510449349880219,0.0027549515943974257,0.007565207779407501
Amazon_Musical_Instruments_14,CFARG-gate-control,42,376,387,5.0,-8.538295514881611e-05,0.09219691157341003,0.02928905561566353,0.10000000149011612,0.032409824430942535,0.03972163796424866,0.2823143005371094,0.06891828775405884,0.009219691157341003,0.0029289056546986103
Amazon_Musical_Instruments_14,CFARG-gate-control,42,309,73,3.0,-0.0006398418918251991,0.013596995733678341,0.059581246227025986,0.10000000149011612,-0.2531197667121887,0.42119836807250977,0.03773150593042374,0.13211652636528015,0.0013596996432170272,0.005958124529570341
Amazon_Musical_Instruments_14,CFARG-gate-control,42,169,61,5.0,0.001259171636775136,0.029101407155394554,0.034534767270088196,0.10000000149011612,-0.012397952377796173,-0.08655329048633575,0.07921333611011505,0.07480153441429138,0.0029101406689733267,0.003453476820141077
Amazon_Musical_Instruments_14,CFARG-gate-control,42,399,243,3.0,0.0028847400099039078,0.16282440721988678,0.0070901601575315,0.10000000149011612,0.11509731411933899,0.03250173479318619,0.4605099856853485,0.017533360049128532,0.016282441094517708,0.0007090160506777465
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1287,832,5.0,0.0023982953280210495,0.1071004718542099,0.08130069822072983,0.10000000149011612,0.22848299145698547,-0.02461269497871399,0.3088732659816742,0.1884254366159439,0.01071004755795002,0.008130069822072983
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1163,198,4.0,0.003256783587858081,0.006532859057188034,0.013769804500043392,0.10000000149011612,-0.13699612021446228,-0.1449306756258011,0.02117142640054226,0.0327666774392128,0.0006532859406434,0.0013769804500043392
Amazon_Musical_Instruments_14,CFARG-gate-control,42,369,279,3.0,-0.0007438953034579754,0.011893362738192081,0.034280434250831604,0.10000000149011612,-0.3285330832004547,0.023266136646270752,0.03379083424806595,0.08611754328012466,0.0011893362971022725,0.0034280435647815466
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1320,897,5.0,0.004098163451999426,0.09038149565458298,0.012548543512821198,0.10000000149011612,-0.11071082949638367,-0.002543605864048004,0.24153020977973938,0.02897757478058338,0.009038149379193783,0.0012548543745651841
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1232,39,5.0,0.002192924963310361,0.05472438409924507,0.011425526812672615,0.10000000149011612,0.25336959958076477,-0.24388006329536438,0.1519806683063507,0.02716991677880287,0.005472438409924507,0.0011425527045503259
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1326,760,4.0,0.003556386800482869,0.051151905208826065,0.07596413046121597,0.10000000149011612,0.36416447162628174,0.10914895683526993,0.1447090208530426,0.16814684867858887,0.0051151905208826065,0.007596413139253855
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1248,319,5.0,0.003867456456646323,0.1679578721523285,0.07693997770547867,0.10000000149011612,-0.012133549898862839,-0.020988158881664276,0.504591703414917,0.1800043135881424,0.01679578796029091,0.007693998049944639
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1098,304,5.0,0.0021217630710452795,0.06986352056264877,0.012730328366160393,0.10000000149011612,0.11760620027780533,0.08128578960895538,0.21961642801761627,0.03437324985861778,0.006986352149397135,0.0012730328598991036
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1176,843,5.0,0.0011054074857383966,0.06492620706558228,0.005094381980597973,0.10000000149011612,-0.01833408698439598,0.0009968839585781097,0.19251707196235657,0.011850501410663128,0.006492620799690485,0.0005094382213428617
Amazon_Musical_Instruments_14,CFARG-gate-control,42,895,171,5.0,0.000729765510186553,0.027807898819446564,0.07592213898897171,0.10000000149011612,-0.013229474425315857,0.05766342580318451,0.07766259461641312,0.16618143022060394,0.002780789975076914,0.0075922138057649136
Amazon_Musical_Instruments_14,CFARG-gate-control,42,821,759,4.0,0.003168940544128418,0.016985265538096428,0.017874842509627342,0.10000000149011612,-0.12198832631111145,-0.05433102324604988,0.0488935187458992,0.0375908687710762,0.0016985265538096428,0.0017874842742457986
Amazon_Musical_Instruments_14,CFARG-gate-control,42,65,803,5.0,0.001885541365481913,0.029228847473859787,0.010752936825156212,0.10000000149011612,-0.0982629805803299,-0.16911858320236206,0.08240863680839539,0.025564631447196007,0.002922884887084365,0.0010752937523648143
Amazon_Musical_Instruments_14,CFARG-gate-control,42,355,258,5.0,0.0035833592992275953,0.05411693826317787,0.0073317899368703365,0.10000000149011612,0.08554351329803467,-0.03631504252552986,0.17588648200035095,0.016284475103020668,0.005411693826317787,0.0007331789820455015
Amazon_Musical_Instruments_14,CFARG-gate-control,42,828,295,4.0,0.002455940702930093,0.08593674004077911,0.03903641179203987,0.10000000149011612,0.24474135041236877,-0.006867237389087677,0.23707562685012817,0.08582479506731033,0.008593673817813396,0.0039036411326378584
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1239,586,5.0,0.0011724249925464392,0.10342833399772644,0.08241785317659378,0.10000000149011612,-0.016067923977971077,0.04989481717348099,0.31225597858428955,0.17671231925487518,0.010342833586037159,0.008241785690188408
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1254,148,5.0,4.7591047286987305,0.9928688406944275,0.9931126236915588,0.10000000149011612,0.9872279167175293,0.9942308664321899,2.208430528640747,1.8210958242416382,0.09928688406944275,0.09931126236915588
Amazon_Musical_Instruments_14,CFARG-gate-control,42,559,730,4.0,4.0746989250183105,0.9917381405830383,0.9928684830665588,0.10000000149011612,0.9575603008270264,0.9872170686721802,2.9298267364501953,2.267988443374634,0.09917381405830383,0.09928684681653976
Amazon_Musical_Instruments_14,CFARG-gate-control,42,483,401,3.0,4.155601501464844,0.990924596786499,0.9929399490356445,0.10000000149011612,0.9386138916015625,0.9892435073852539,2.418306827545166,2.520956516265869,0.09909246116876602,0.09929399937391281
Amazon_Musical_Instruments_14,CFARG-gate-control,42,217,295,5.0,4.386996746063232,0.992797315120697,0.9932224750518799,0.10000000149011612,0.9852174520492554,0.9974669218063354,4.737037658691406,1.5013346672058105,0.0992797315120697,0.09932225197553635
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1284,293,5.0,3.3780384063720703,0.992588996887207,0.9917071461677551,0.10000000149011612,0.9794716238975525,0.9568073153495789,2.694220781326294,13.411764144897461,0.0992588996887207,0.09917071461677551
Amazon_Musical_Instruments_14,CFARG-gate-control,42,246,154,5.0,5.118934631347656,0.9921187162399292,0.9928194880485535,0.10000000149011612,0.9670760035514832,0.9858371019363403,2.002033233642578,1.4815454483032227,0.09921187162399292,0.09928195178508759
Amazon_Musical_Instruments_14,CFARG-gate-control,42,590,44,5.0,4.996220588684082,0.9923399686813354,0.993115246295929,0.10000000149011612,0.9728121757507324,0.9943060874938965,2.033820867538452,1.488892912864685,0.09923399984836578,0.09931152313947678
Amazon_Musical_Instruments_14,CFARG-gate-control,42,176,679,5.0,4.405140399932861,0.9921940565109253,0.9931319355964661,0.10000000149011612,0.9690091013908386,0.9947975277900696,2.837609052658081,1.8346182107925415,0.09921940416097641,0.09931319206953049
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1043,335,5.0,4.806886672973633,0.992210865020752,0.9930925369262695,0.10000000149011612,0.9694464802742004,0.9936442971229553,2.0259628295898438,1.7932045459747314,0.09922108799219131,0.09930925816297531
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1226,687,4.0,3.381373405456543,0.9925024509429932,0.9929646253585815,0.10000000149011612,0.9771307706832886,0.9899487495422363,17.726150512695312,2.720684051513672,0.09925024956464767,0.0992964655160904
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1343,87,5.0,4.353763580322266,0.9928146600723267,0.9931609630584717,0.10000000149011612,0.9857007265090942,0.995649516582489,2.2933461666107178,2.7649950981140137,0.09928146749734879,0.09931609779596329
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1050,651,2.0,3.4328670501708984,0.9901151061058044,0.9916568994522095,0.10000000149011612,0.9214124083518982,0.9555867910385132,5.403232574462891,3.613874673843384,0.09901151061058044,0.09916569292545319
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1384,198,5.0,5.2371063232421875,0.9922869205474854,0.9931673407554626,0.10000000149011612,0.9714182615280151,0.9958370923995972,1.868423342704773,1.4291677474975586,0.09922869503498077,0.09931673854589462
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1125,683,5.0,4.97390079498291,0.9919852018356323,0.9931885004043579,0.10000000149011612,0.9636852741241455,0.9964611530303955,1.8911638259887695,1.6901886463165283,0.09919852018356323,0.09931885451078415
Amazon_Musical_Instruments_14,CFARG-gate-control,42,615,822,5.0,4.760534763336182,0.9928556680679321,0.9920656085014343,0.10000000149011612,0.9868530035018921,0.9657149314880371,2.0688560009002686,1.8592045307159424,0.0992855653166771,0.09920655936002731
Amazon_Musical_Instruments_14,CFARG-gate-control,42,662,512,5.0,4.349795341491699,0.992289125919342,0.9926538467407227,0.10000000149011612,0.9714785218238831,0.9812412261962891,2.672541379928589,2.0027289390563965,0.09922891110181808,0.09926538914442062
Amazon_Musical_Instruments_14,CFARG-gate-control,42,712,764,5.0,3.796947717666626,0.9923054575920105,0.9928296208381653,0.10000000149011612,0.9719085693359375,0.9861187934875488,2.277827501296997,4.344263076782227,0.09923055022954941,0.09928296506404877
Amazon_Musical_Instruments_14,CFARG-gate-control,42,646,303,5.0,4.504802703857422,0.9921208620071411,0.9931430816650391,0.10000000149011612,0.9671272039413452,0.995124340057373,2.8989272117614746,1.6324622631072998,0.09921208769083023,0.09931430965662003
Amazon_Musical_Instruments_14,CFARG-gate-control,42,1319,249,4.0,4.931920051574707,0.9930363297462463,0.9932160973548889,0.10000000149011612,0.9920122027397156,0.9972802996635437,2.535167932510376,1.554978847503662,0.09930363297462463,0.09932161122560501
Amazon_Musical_Instruments_14,CFARG-gate-control,42,325,91,5.0,4.4066314697265625,0.9924690127372742,0.9931720495223999,0.10000000149011612,0.9762343764305115,0.9959763288497925,2.1416707038879395,2.255561590194702,0.09924690425395966,0.09931720793247223
Amazon_Musical_Instruments_14,CFARG-gate-control,42,385,265,4.0,4.398900032043457,0.9926039576530457,0.9918033480644226,0.10000000149011612,0.9798799753189087,0.9591594934463501,2.4783565998077393,1.9375814199447632,0.09926039725542068,0.09918033331632614
